policy,layer,num_experts,utilized_experts,utilized_fraction,activation_frequency,normalized_routing_entropy,load_coefficient_of_variation,task_distribution_js_divergence,observations,interpretation
base_moe,20,32,32,1.0,"[0.03920976317061382, 0.10741904301594973, 0.05093040115998067, 0.0402972450459159, 0.02803286611889802, 0.031174480425326244, 0.05721362977283712, 0.003927017883035283, 0.03685355244079265, 0.00888110198163364, 0.013956017399710004, 0.04827211213146448, 0.03038907684871919, 0.008699855002416627, 0.0035645239246012567, 0.010391493475108747, 0.03099323344610923, 0.05679072015466409, 0.0069478008699855, 0.05159497341710972, 0.0051353310778153695, 0.09932334461092315, 0.022716288061865635, 0.01443934267762204, 0.012747704204929917, 0.012687288545190913, 0.03250362493958434, 0.050447075882068634, 0.031718221362977285, 0.026884968583856937, 0.002054132431126148, 0.023803769937167714]",0.9124458147598877,0.7981797776514923,"{'math': 0.0035706138482552332, 'retrieval': 0.001527534480108486, 'code': 0.001722222090367458, 'composed_retrieval_math': 0.001802832960245239, 'composed_math_string': 0.002402943227120423}",2069,Task/load correlation is descriptive; it does not establish semantic expert specialization.
base_moe,21,32,32,1.0,"[0.025193330111164813, 0.0014499758337361043, 0.08977767037216046, 0.06893426776220396, 0.04126389560173997, 0.05461575640405993, 0.018305944900918317, 0.012385210246495892, 0.017037216046399226, 0.036491058482358625, 0.01625181246979217, 0.0071894635089415175, 0.014560173997100048, 0.09394635089415176, 0.03359110681488642, 0.03498066698888352, 0.018426776220396325, 0.0025374577090381827, 0.0026582890285161915, 0.11134606089898502, 0.003322861285645239, 0.0514137264378927, 0.010935234412759787, 0.026643305944900917, 0.018487191880135333, 0.047849202513291444, 0.009424842919284679, 0.02181005316578057, 0.012747704204929917, 0.059811503141614306, 0.0017520541324311262, 0.03485983566940551]",0.9269078676241422,0.8960239415931609,"{'math': 0.0022632946992012016, 'retrieval': 0.0023611053299865464, 'code': 0.0010617965627964525, 'composed_retrieval_math': 0.0010263155124247381, 'composed_math_string': 0.00382314694464235}",2069,Task/load correlation is descriptive; it does not establish semantic expert specialization.
base_moe,22,32,32,1.0,"[0.002416626389560174, 0.004893668438859352, 0.0027187046882551956, 0.10911068148864185, 0.08222571290478492, 0.021628806186563557, 0.05358869018849686, 0.002960367327211213, 0.07304253262445626, 0.03014741420976317, 0.06367810536491059, 0.002597873368777187, 0.09757129047849203, 0.03401401643305945, 0.0033832769453842437, 0.05431367810536491, 0.005195746737554374, 0.0180642822619623, 0.010028999516674722, 0.08379652005799904, 0.0097269212179797, 0.010633156114064766, 0.002597873368777187, 0.0032020299661672308, 0.0458554857419043, 0.005679072015466409, 0.009364427259545675, 0.045130497825036246, 0.0037457709038182696, 0.036491058482358625, 0.001208313194780087, 0.07098840019333011]",0.9159992302858215,1.0290542683663606,"{'math': 0.0035342858280907564, 'retrieval': 0.002983452584179415, 'code': 0.0017482900474106527, 'composed_retrieval_math': 0.002282089355100325, 'composed_math_string': 0.002874263560555629}",2069,Task/load correlation is descriptive; it does not establish semantic expert specialization.
base_moe,23,32,32,1.0,"[0.033772353794103434, 0.07304253262445626, 0.0071894635089415175, 0.05757612373127115, 0.04960125664572257, 0.033711938134364426, 0.021205896568390527, 0.003081198646689222, 0.013714354760753987, 0.05872402126631223, 0.01486225229579507, 0.007491541807636539, 0.02652247462542291, 0.0009062348960850652, 0.0038666022232962784, 0.007068632189463509, 0.11636056065732238, 0.004531174480425326, 0.051051232479458676, 0.002960367327211213, 0.06923634606089898, 0.0023562107298211697, 0.006645722571290478, 0.0025374577090381827, 0.06198646689221846, 0.004470758820686322, 0.04748670855485742, 0.0776945384243596, 0.0028395360077332044, 0.0010874818753020784, 0.09642339294345094, 0.03999516674722088]",0.9035130593481674,1.002659351022535,"{'math': 0.0034947693105448585, 'retrieval': 0.003989759762714603, 'code': 0.001920728957641519, 'composed_retrieval_math': 0.0021533984883381273, 'composed_math_string': 0.00419982769215493}",2069,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,0,32,32,1.0,"[0.04890468870099923, 0.04563797079169869, 0.003939277478862414, 0.04313989239046887, 0.003747117601844735, 0.039488854727132976, 0.036318216756341275, 0.05928132205995388, 0.007590315142198309, 0.050345887778631825, 0.03775941583397387, 0.003747117601844735, 0.047847809377402, 0.06571867794004611, 0.033051498847040735, 0.020657186779400462, 0.00749423520368947, 0.03439661798616449, 0.02997694081475788, 0.027767102229054572, 0.0009607993850883935, 0.037855495772482706, 0.039681014604150654, 0.02421214450422752, 0.03353189853958494, 0.01921598770176787, 0.030361260568793236, 0.0207532667179093, 0.018639508070714836, 0.045445810914681015, 0.021137586471944657, 0.061395080707148345]",0.8379053549331273,0.5555859975499615,"{'math': 0.002242882112836739, 'retrieval': 0.0014581308344943106, 'code': 0.0011383938102458076, 'composed_retrieval_math': 0.0009238858357107836, 'composed_math_string': 0.0018406218274870667}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,1,32,32,1.0,"[0.003843197540353574, 0.02786318216756341, 0.019792467332820907, 0.05332436587240584, 0.02699846272098386, 0.01623750960799385, 0.04016141429669485, 0.0015372790161414297, 0.125, 0.0001921598770176787, 0.0018255188316679478, 0.007974634896233667, 0.01950422751729439, 0.125, 0.04362029208301307, 0.014508070714834743, 0.001056879323597233, 0.0047079169869331285, 0.005668716372021522, 0.125, 0.03996925441967717, 0.01787086856264412, 0.011049192928516525, 0.03747117601844735, 0.006245196003074558, 0.055438124519600306, 0.00874327440430438, 0.0016333589546502691, 0.02699846272098386, 0.03939277478862414, 0.05015372790161414, 0.041218293620292085]",0.7646997619682792,1.1027946501489239,"{'math': 0.0011930474028709315, 'retrieval': 0.0016038590873366603, 'code': 0.0006870612880796035, 'composed_retrieval_math': 0.0021700667045045927, 'composed_math_string': 0.0014010976289870304}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,2,32,32,1.0,"[0.027574942352036894, 0.06014604150653344, 0.015661029976940816, 0.0034588777863182167, 0.008358954650269024, 0.029016141429669486, 0.0028823981552651805, 0.004900076863950807, 0.011433512682551883, 0.0011529592621060721, 0.0007686395080707148, 0.013066871637202153, 0.02421214450422752, 0.0027863182167563415, 0.004227517294388932, 0.018927747886241353, 0.03237893927747886, 0.015564950038431976, 0.05361260568793236, 0.030265180630284397, 0.041122213681783246, 0.0047079169869331285, 0.06235588009223674, 0.01210607225211376, 0.125, 0.04640661029976941, 0.125, 0.016525749423520367, 0.095695618754804, 0.0014411990776325902, 0.08214834742505765, 0.0270945426594927]",0.8523924420462603,1.084444695486645,"{'math': 0.002087841954948211, 'retrieval': 0.0015570121034372978, 'code': 0.0011407529925881693, 'composed_retrieval_math': 0.001553945108448183, 'composed_math_string': 0.0018930713573797084}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,3,32,32,1.0,"[0.05169100691775557, 0.028727901614142966, 0.09223674096848578, 0.003747117601844735, 0.07254035357417371, 0.006437355880092237, 0.04141045349730976, 0.03506917755572637, 0.0032667179093005382, 0.03391621829362029, 0.0180630284396618, 0.01066487317448117, 0.011241352805534205, 0.05735972328977709, 0.006149116064565719, 0.004035357417371253, 0.0324750192159877, 0.0012490392006149116, 0.05226748654880861, 0.0005764796310530361, 0.003843197540353574, 0.02680630284396618, 0.025749423520368946, 0.01921598770176787, 0.07936202920830131, 0.001345119139123751, 0.07436587240584167, 0.04410069177555726, 0.028727901614142966, 0.008647194465795541, 0.0749423520368947, 0.049769408147578784]",0.8699374816869263,0.8468573040269505,"{'math': 0.002037805998000296, 'retrieval': 0.0026199379514391524, 'code': 0.0023570295237751626, 'composed_retrieval_math': 0.002705777684264188, 'composed_math_string': 0.003212083359773768}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,4,32,32,1.0,"[0.05774404304381245, 0.0483282090699462, 0.00739815526518063, 0.01614142966948501, 0.009511913912375096, 0.04141045349730976, 0.03497309761721752, 0.020561106840891623, 0.053036126056879324, 0.007590315142198309, 0.036222136817832436, 0.008358954650269024, 0.07426979246733283, 0.026421983089930823, 0.04986548808608762, 0.029112221368178325, 0.009223674096848577, 0.016525749423520367, 0.056110684089162186, 0.023539584934665642, 0.015180630284396618, 0.0270945426594927, 0.013162951575710992, 0.041218293620292085, 0.03189853958493467, 0.024500384319754036, 0.05092236740968486, 0.027767102229054572, 0.0419869331283628, 0.005380476556495004, 0.08099538816295157, 0.01354727132974635]",0.8846673938147619,0.6299717145915401,"{'math': 0.0017621952313867403, 'retrieval': 0.0022426601994661737, 'code': 0.001357374383385438, 'composed_retrieval_math': 0.0020232823791007594, 'composed_math_string': 0.0027258755952254956}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,5,32,32,1.0,"[0.0067255956956187544, 0.00874327440430438, 0.013739431206764028, 0.008455034588777863, 0.01662182936202921, 0.012682551883166795, 0.00874327440430438, 0.016525749423520367, 0.10386241352805534, 0.037086856264411994, 0.028920061491160647, 0.015564950038431976, 0.005476556495003843, 0.04169869331283628, 0.01498847040737894, 0.029112221368178325, 0.041218293620292085, 0.014123750960799385, 0.03756725595695619, 0.017678708685626442, 0.06302843966179862, 0.013739431206764028, 0.04189085318985396, 0.02699846272098386, 0.12144504227517294, 0.01335511145272867, 0.04352421214450423, 0.03430053804765565, 0.009511913912375096, 0.036222136817832436, 0.09540737893927748, 0.021041506533435818]",0.8313178778381917,0.8982541599610876,"{'math': 0.0013456254418953836, 'retrieval': 0.002096023905913368, 'code': 0.001561373245892627, 'composed_retrieval_math': 0.0020428357445337712, 'composed_math_string': 0.001993237146057372}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,6,32,32,1.0,"[0.04765564950038432, 0.0025941583397386626, 0.03333973866256726, 0.0032667179093005382, 0.043908531898539584, 0.05476556495003843, 0.047943889315910836, 0.03391621829362029, 0.001056879323597233, 0.030169100691775558, 0.02824750192159877, 0.017390468870099922, 0.07004227517294388, 0.05476556495003843, 0.04602229054573405, 0.006821675634127594, 0.03670253651037663, 0.0207532667179093, 0.016910069177555727, 0.025172943889315912, 0.027671022290545733, 0.09588777863182167, 0.005092236740968486, 0.03900845503458878, 0.015853189853958494, 0.07407763259031515, 0.007302075326671791, 0.007878554957724828, 0.012682551883166795, 0.0356456571867794, 0.027671022290545733, 0.0297847809377402]",0.8682397066060783,0.7099566683230448,"{'math': 0.002447960373946349, 'retrieval': 0.003360105023854639, 'code': 0.0028336277259482273, 'composed_retrieval_math': 0.002199469633503997, 'composed_math_string': 0.001175779977060973}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,7,32,32,1.0,"[0.035261337432744046, 0.004611837048424289, 0.002498078401229823, 0.04352421214450423, 0.061875480399692546, 0.06917755572636433, 0.021714066102997694, 0.030841660261337434, 0.02824750192159877, 0.035357417371252885, 0.032186779400461184, 0.03689469638739431, 0.003170637970791699, 0.061395080707148345, 0.04160261337432744, 0.002113758647194466, 0.04093005380476557, 0.0541890853189854, 0.043908531898539584, 0.03977709454265949, 0.03823981552651806, 0.01950422751729439, 0.017678708685626442, 0.03228285933897002, 0.008455034588777863, 0.02526902382782475, 0.02132974634896234, 0.00605303612605688, 0.03401229823212913, 0.02719062259800154, 0.027382782475019216, 0.05332436587240584]",0.8985657502347235,0.5634856169082677,"{'math': 0.00438308622100976, 'retrieval': 0.003596611092284768, 'code': 0.0018323814444789657, 'composed_retrieval_math': 0.00396470306780046, 'composed_math_string': 0.0029026525186465735}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,8,32,32,1.0,"[0.04640661029976941, 0.03161029976940815, 0.004611837048424289, 0.03180245964642583, 0.009607993850883935, 0.03430053804765565, 0.028920061491160647, 0.033724058416602615, 0.08253266717909301, 0.09185242121445042, 0.01777478862413528, 0.028055342044581093, 0.006245196003074558, 0.005572636433512683, 0.014315910837817063, 0.07993850883935434, 0.025845503458877785, 0.023347425057647964, 0.022674865488086088, 0.06437355880092237, 0.03872021521906226, 0.023443504996156803, 0.002690238278247502, 0.012970791698693312, 0.006341275941583398, 0.007686395080707148, 0.015084550345887779, 0.06764027671022291, 0.030841660261337434, 0.06773635664873175, 0.03920061491160646, 0.004131437355880092]",0.9041116185423389,0.7855788985185674,"{'math': 0.004170356665088502, 'retrieval': 0.002370848283080252, 'code': 0.0016100235440423517, 'composed_retrieval_math': 0.0024360209294125726, 'composed_math_string': 0.00311239833412616}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,9,32,32,1.0,"[0.10242121445042275, 0.018927747886241353, 0.04659877017678709, 0.04650269023827825, 0.005668716372021522, 0.04141045349730976, 0.01960030745580323, 0.05149884704073789, 0.03756725595695619, 0.03554957724827056, 0.031994619523443506, 0.027959262106072254, 0.028920061491160647, 0.026229823212913145, 0.008551114527286702, 0.009896233666410454, 0.005668716372021522, 0.06101076095311299, 0.009127594158339738, 0.062163720215219063, 0.018543428132205997, 0.05841660261337433, 0.04160261337432744, 0.00749423520368947, 0.01787086856264412, 0.011049192928516525, 0.023923904688701, 0.023923904688701, 0.03449269792467333, 0.026037663335895463, 0.037951575710991545, 0.021425826287471177]",0.9228794229457699,0.6570258173550394,"{'math': 0.0019667843338591734, 'retrieval': 0.0045675207450087685, 'code': 0.0015717651098400814, 'composed_retrieval_math': 0.002088391446049627, 'composed_math_string': 0.0020599336559250668}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,10,32,32,1.0,"[0.039488854727132976, 0.033051498847040735, 0.0266141429669485, 0.07436587240584167, 0.04525365103766334, 0.037855495772482706, 0.10117217524980784, 0.0032667179093005382, 0.0015372790161414297, 0.010953112990007686, 0.0090315142198309, 0.030265180630284397, 0.009896233666410454, 0.012394312067640276, 0.01642966948501153, 0.012394312067640276, 0.007302075326671791, 0.01787086856264412, 0.030361260568793236, 0.0048039969254419675, 9.607993850883935e-05, 0.056206764027671025, 0.043812451960030745, 0.03862413528055342, 0.03574173712528824, 0.033820138355111454, 0.07744043043812451, 0.033627978478093776, 0.011145272867025366, 0.011721752498078402, 0.09540737893927748, 0.038047655649500384]",0.9194501735966222,0.8277555050802268,"{'math': 0.0025304098318933693, 'retrieval': 0.0020018447725314572, 'code': 0.00199888939174502, 'composed_retrieval_math': 0.0023216354325083614, 'composed_math_string': 0.0021204812231026436}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,11,32,32,1.0,"[0.013643351268255189, 0.01047271329746349, 0.04928900845503459, 0.021906225980015372, 0.001921598770176787, 0.04006533435818601, 0.06629515757109916, 0.03939277478862414, 0.017102229054573405, 0.0712913143735588, 0.028055342044581093, 0.04602229054573405, 0.012970791698693312, 0.003939277478862414, 0.03257109915449654, 0.04400461183704842, 0.008070714834742506, 0.04890468870099923, 0.05245964642582629, 0.024788624135280553, 0.017390468870099922, 0.028151421983089932, 0.005572636433512683, 0.033724058416602615, 0.033820138355111454, 0.01614142966948501, 0.03747117601844735, 0.005284396617986164, 0.018543428132205997, 0.0451575710991545, 0.0018255188316679478, 0.12375096079938509]",0.9112107628742648,0.791871806092669,"{'math': 0.00305256322220792, 'retrieval': 0.0026418484710983526, 'code': 0.0021173983530644418, 'composed_retrieval_math': 0.0022739913497360174, 'composed_math_string': 0.001957595323203865}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,12,32,31,0.96875,"[0.04429285165257494, 0.0024019984627209837, 0.005188316679477325, 0.03574173712528824, 0.0015372790161414297, 0.003939277478862414, 0.062163720215219063, 0.03852805534204458, 0.06379707916986933, 0.009319754035357418, 0.001056879323597233, 0.07282859338970023, 0.003747117601844735, 0.06821675634127594, 0.01181783243658724, 0.05351652574942352, 0.0011529592621060721, 0.0451575710991545, 0.0947348193697156, 0.08848962336664104, 0.01931206764027671, 0.003554957724827056, 0.01614142966948501, 0.0015372790161414297, 0.056014604150653347, 0.0025941583397386626, 0.0008647194465795542, 0.0014411990776325902, 0.08445426594926979, 0.0, 0.0988662567255957, 0.007590315142198309]",0.9151232324459703,1.0450328736008359,"{'math': 0.0031970925213118703, 'retrieval': 0.0026838816288192882, 'code': 0.0016137383927192078, 'composed_retrieval_math': 0.0024342592672544146, 'composed_math_string': 0.002546783709339596}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,13,32,30,0.9375,"[0.07359723289777094, 0.007590315142198309, 0.07369331283627978, 0.042851652574942355, 0.023539584934665642, 0.00595695618754804, 0.0009607993850883935, 0.04313989239046887, 0.01969638739431207, 0.0015372790161414297, 0.0, 0.034780937740199844, 0.07090699461952345, 0.09540737893927748, 0.0003843197540353574, 0.0036510376633358955, 0.07609531129900077, 0.0686010760953113, 0.00739815526518063, 0.0020176787086856264, 0.008262874711760184, 0.006917755572636433, 0.07590315142198309, 0.002690238278247502, 0.0, 0.012298232129131437, 0.03823981552651806, 0.014700230591852421, 0.12384704073789393, 0.00297847809377402, 0.0020176787086856264, 0.060338201383551116]",0.9259778056995016,1.0873527087036414,"{'math': 0.005296561927731199, 'retrieval': 0.0028999901810415674, 'code': 0.0013230255465687922, 'composed_retrieval_math': 0.0016805950690498915, 'composed_math_string': 0.003735760168554608}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,14,32,29,0.90625,"[0.029304381245196003, 0.0361260568793236, 0.06831283627978478, 0.008455034588777863, 0.0024019984627209837, 0.010857033051498847, 0.0005764796310530361, 0.11846656418139892, 0.0, 0.042755572636433516, 0.11154880860876248, 0.021906225980015372, 0.02132974634896234, 0.0930053804765565, 0.0595695618754804, 0.0005764796310530361, 0.005572636433512683, 0.0, 0.06869715603382014, 0.0, 0.003939277478862414, 0.0003843197540353574, 0.05678324365872406, 0.0033627978478093772, 0.013739431206764028, 0.06629515757109916, 0.001921598770176787, 0.05169100691775557, 0.036318216756341275, 0.0001921598770176787, 0.0005764796310530361, 0.06533435818601076]",0.9339780395015599,1.1036558041290354,"{'math': 0.0023389620203948898, 'retrieval': 0.0033415730950711216, 'code': 0.0019434475430801334, 'composed_retrieval_math': 0.002198183481556891, 'composed_math_string': 0.001834732604468842}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,15,32,32,1.0,"[0.0005764796310530361, 0.03718293620292083, 0.006437355880092237, 0.03007302075326672, 0.0047079169869331285, 0.002498078401229823, 0.0030745580322828594, 0.01037663335895465, 0.02834358186010761, 0.06235588009223674, 0.12067640276710223, 0.0048039969254419675, 0.00451575710991545, 0.05274788624135281, 0.0005764796310530361, 0.018351268255188315, 0.04486933128362798, 0.047847809377402, 0.10001921598770176, 0.04602229054573405, 0.004323597232897771, 0.017198308993082244, 0.05822444273635665, 0.05082628747117602, 0.0001921598770176787, 0.03718293620292083, 0.007782475019215988, 0.0011529592621060721, 0.08599154496541123, 0.04006533435818601, 0.026902382782475018, 0.04410069177555726]",0.9045327500932582,0.9710515086051595,"{'math': 0.003140319950286476, 'retrieval': 0.003387053009686149, 'code': 0.0015605342941625395, 'composed_retrieval_math': 0.0024436803366197223, 'composed_math_string': 0.002779953294890251}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,16,32,30,0.9375,"[0.09166026133743274, 0.0033627978478093772, 0.041122213681783246, 0.033724058416602615, 0.03910453497309762, 0.018831667947732514, 0.02555726364335127, 0.036318216756341275, 0.05197924673328209, 0.0008647194465795542, 0.02680630284396618, 0.01066487317448117, 0.08464642582628747, 0.0023059185242121443, 0.031033820138355112, 0.0034588777863182167, 0.01633358954650269, 0.04438893159108378, 0.04246733282090699, 0.004131437355880092, 0.10828209069946196, 0.0, 0.001345119139123751, 0.0852229054573405, 0.0, 0.02786318216756341, 0.06062644119907763, 0.015372790161414296, 0.005860876249039201, 0.014123750960799385, 0.0007686395080707148, 0.071771714066103]",0.9176280418134958,0.9574777777610972,"{'math': 0.003494951986132097, 'retrieval': 0.0023713547824395042, 'code': 0.001800141431090333, 'composed_retrieval_math': 0.0019261641275527788, 'composed_math_string': 0.0015629749902287453}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,17,32,31,0.96875,"[0.05505380476556495, 0.018831667947732514, 0.03814373558800922, 0.0015372790161414297, 0.04410069177555726, 0.06283627978478094, 0.060530361260568794, 0.006437355880092237, 0.03170637970791699, 0.004131437355880092, 0.06091468101460415, 0.11933128362797848, 0.0, 0.024788624135280553, 0.0003843197540353574, 0.06398923904688701, 0.0009607993850883935, 0.0015372790161414297, 0.0207532667179093, 0.010760953112990008, 0.009223674096848577, 0.03112990007686395, 0.0297847809377402, 0.0735011529592621, 0.0007686395080707148, 0.11356648731744812, 0.009896233666410454, 0.026037663335895463, 0.01950422751729439, 0.0017294388931591083, 0.04237125288239815, 0.015757109915449655]",0.9329748203087819,0.9938689927519696,"{'math': 0.003175703797352025, 'retrieval': 0.0028508049282532063, 'code': 0.002568758020828597, 'composed_retrieval_math': 0.0023173912752009963, 'composed_math_string': 0.0015614250385028866}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,18,32,31,0.96875,"[0.0, 0.018159108378170637, 0.04496541122213682, 0.05217140661029977, 0.07993850883935434, 0.020465026902382784, 0.058800922367409685, 0.024500384319754036, 0.0016333589546502691, 0.06735203689469639, 0.001056879323597233, 0.0207532667179093, 0.0023059185242121443, 0.07945810914681015, 0.01479631053036126, 0.022674865488086088, 0.03679861644888547, 0.029016141429669486, 0.002113758647194466, 0.02824750192159877, 0.0016333589546502691, 0.02526902382782475, 0.04093005380476557, 0.03122598001537279, 0.052940046118370485, 0.03285933897002306, 0.0266141429669485, 0.08685626441199078, 0.026902382782475018, 0.0009607993850883935, 0.005380476556495004, 0.0632205995388163]",0.9326661908453948,0.7977612060734531,"{'math': 0.0034366816268689244, 'retrieval': 0.0025842450656853645, 'code': 0.0020497279985993745, 'composed_retrieval_math': 0.0021151153655729706, 'composed_math_string': 0.002412970270086439}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,19,32,32,1.0,"[0.005572636433512683, 0.02824750192159877, 0.014604150653343582, 0.0632205995388163, 0.00297847809377402, 0.07263643351268255, 0.005476556495003843, 0.0030745580322828594, 0.04448501152959262, 0.0361260568793236, 0.008358954650269024, 0.001345119139123751, 0.034780937740199844, 0.03237893927747886, 0.003843197540353574, 0.07503843197540354, 0.005764796310530361, 0.041218293620292085, 0.03766333589546503, 0.0505380476556495, 0.07465411222136818, 0.013931591083781706, 0.002498078401229823, 0.05236356648731745, 0.05409300538047656, 0.03574173712528824, 0.007109915449654112, 0.03324365872405842, 0.03823981552651806, 0.04083397386625673, 0.06879323597232898, 0.011145272867025366]",0.9390870535805196,0.7576543997105591,"{'math': 0.003987133710940645, 'retrieval': 0.001719729760029928, 'code': 0.0014863322012841173, 'composed_retrieval_math': 0.0017159119623506944, 'composed_math_string': 0.0022878298635791777}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,20,32,32,1.0,"[0.07888162951575711, 0.10069177555726365, 0.025653343581860107, 0.01623750960799385, 0.020176787086856263, 0.0001921598770176787, 0.07292467332820907, 0.002498078401229823, 0.12125288239815527, 0.00297847809377402, 0.008839354342813221, 0.10453497309761722, 0.007974634896233667, 0.002690238278247502, 0.009415833973866257, 0.024692544196771714, 0.014411990776325902, 0.06389315910837817, 0.0048039969254419675, 0.06014604150653344, 0.0023059185242121443, 0.050441967717140664, 0.026037663335895463, 0.0066295157571099154, 0.0028823981552651805, 0.020561106840891623, 0.025941583397386624, 0.04265949269792468, 0.028055342044581093, 0.01335511145272867, 0.0007686395080707148, 0.03747117601844735]",0.9493673497690787,1.0544627817844447,"{'math': 0.0029591390138153646, 'retrieval': 0.003409739073665269, 'code': 0.002274734890815981, 'composed_retrieval_math': 0.0022038136440532654, 'composed_math_string': 0.00232167187803724}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,21,32,32,1.0,"[0.005476556495003843, 0.001345119139123751, 0.11827440430438124, 0.011433512682551883, 0.028823981552651805, 0.05159492697924673, 0.00605303612605688, 0.011721752498078402, 0.034588777863182166, 0.04102613374327441, 0.022770945426594927, 0.00893543428132206, 0.002690238278247502, 0.11539200614911606, 0.026133743274404306, 0.036318216756341275, 0.010857033051498847, 0.00048039969254419675, 0.002498078401229823, 0.09896233666410453, 0.007974634896233667, 0.06927363566487317, 0.004131437355880092, 0.036990776325903155, 0.0415065334358186, 0.040641813989239044, 0.0018255188316679478, 0.05486164488854727, 0.026518063028439662, 0.06677555726364336, 0.001921598770176787, 0.012202152190622598]",0.958664975214971,1.031330598307792,"{'math': 0.0032317123046247823, 'retrieval': 0.0036346833041377, 'code': 0.0028270815098069444, 'composed_retrieval_math': 0.004284230435495678, 'composed_math_string': 0.0033583705018032997}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,22,32,32,1.0,"[0.001345119139123751, 0.0028823981552651805, 0.0025941583397386626, 0.12346272098385858, 0.11904304381245195, 0.010088393543428132, 0.014700230591852421, 0.0030745580322828594, 0.05976172175249808, 0.08387778631821675, 0.004996156802459646, 0.003554957724827056, 0.11952344350499616, 0.0649500384319754, 0.002690238278247502, 0.03516525749423521, 0.0048039969254419675, 0.0067255956956187544, 0.0024019984627209837, 0.1159684857801691, 0.003843197540353574, 0.01210607225211376, 0.0011529592621060721, 0.0009607993850883935, 0.012298232129131437, 0.00451575710991545, 0.01191391237509608, 0.012202152190622598, 0.0007686395080707148, 0.07052267486548809, 0.0003843197540353574, 0.08772098385857033]",0.9494226397193283,1.3352954345515469,"{'math': 0.005174213555127854, 'retrieval': 0.002108727688657215, 'code': 0.003176267654202232, 'composed_retrieval_math': 0.004342615960616587, 'composed_math_string': 0.0035778075754127215}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_sft,23,32,31,0.96875,"[0.0, 0.10021137586471944, 0.02132974634896234, 0.0952152190622598, 0.036222136817832436, 0.06600691775557263, 0.00451575710991545, 0.12173328209069946, 0.010184473481936972, 0.12269408147578785, 0.003747117601844735, 0.007782475019215988, 0.02382782475019216, 0.002498078401229823, 0.0032667179093005382, 0.1232705611068409, 0.0005764796310530361, 0.003939277478862414, 0.029016141429669486, 0.0007686395080707148, 0.08916218293620293, 0.001345119139123751, 0.0024019984627209837, 0.0011529592621060721, 0.0297847809377402, 0.003939277478862414, 0.040545734050730205, 0.009607993850883935, 0.0015372790161414297, 0.0015372790161414297, 0.0030745580322828594, 0.03910453497309762]",0.8766304387952866,1.3002581585379036,"{'math': 0.006414150354873912, 'retrieval': 0.0033984876583142767, 'code': 0.0028350036373348975, 'composed_retrieval_math': 0.004088734021666967, 'composed_math_string': 0.004023554018162193}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
conductor_preference,0,32,32,1.0,"[0.0473674096848578, 0.047079169869331285, 0.003939277478862414, 0.04448501152959262, 0.0036510376633358955, 0.03689469638739431, 0.03823981552651806, 0.057167563412759415, 0.006917755572636433, 0.05197924673328209, 0.03862413528055342, 0.0036510376633358955, 0.048616448885472716, 0.0649500384319754, 0.03324365872405842, 0.018447348193697154, 0.00749423520368947, 0.03353189853958494, 0.03170637970791699, 0.027478862413528055, 0.0011529592621060721, 0.03516525749423521, 0.041218293620292085, 0.02555726364335127, 0.034684857801691005, 0.020272867025365102, 0.027382782475019216, 0.021714066102997694, 0.01498847040737894, 0.047943889315910836, 0.02555726364335127, 0.058897002305918524]",0.8420472111309666,0.5543575066955707,"{'math': 0.0014914227000169247, 'retrieval': 0.002373525746558393, 'code': 0.0024405569013835164, 'composed_retrieval_math': 0.0019549358993665713, 'composed_math_string': 0.0014780536738158137}",1301,Task/load correlation is descriptive; it does not establish semantic expert specialization.
