policy,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
conductor_preference,48,0.3333333333333333,0.3333333333333333,216.79166666666666,36.333333333333336,253.125,1.0,1.0,2.0,2.9304098185166367,2.9082399731438877,0.9889304802733568,0.8569930682799104,,0.0,0.0,0.0,2.0,2.0,0.024691358024691357,0.9753086419753086,2.0,0.0,361.5625,36.333333333333336,0.875,1.7570573330158368,7.0140484085393835,1.7363251039932948,6.981445902262931,0.0,0.0
conductor_sft,48,0.3333333333333333,0.3333333333333333,216.79166666666666,36.333333333333336,253.125,1.0,1.0,2.0,3.675799902832902,3.648795475770991,0.9894295166001773,0.8569930682799104,,0.0,0.0,0.0,2.0,2.0,0.024691358024691357,0.9753086419753086,2.0,0.0,361.5625,36.333333333333336,0.875,2.1074817920161877,12.48205764997401,2.0901078335300554,12.45174214550643,0.0,0.0
