policy,family,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
frozen_catalog_head,distractor_evidence_then_verify,6,1.0,1.0,770.0,330.0,1100.0,3.5,1.5,2.5,1.3168743196583819,1.2680064165227425,0.9597079379151885,0.7026177418672271,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12091.166666666666,330.0,0.6875,1.311296209023567,1.626376853979309,1.2612622505403124,1.584900291316444,0.0,0.0
frozen_catalog_head,parallel_evidence_then_combine,6,1.0,1.0,958.5,291.5,1250.0,3.5,2.0,3.0,1.5978361666687608,1.5565608956773456,0.9741671197266596,0.7706616845917832,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9480.333333333334,291.5,0.78125,1.5911280834989157,1.617938687239075,1.5496795415238012,1.5763489160162862,0.0,0.0
frozen_catalog_head,research_then_verify,6,1.0,1.0,764.1666666666666,186.5,950.6666666666666,2.5,1.5,2.5,1.301478326349752,1.2519902294928518,0.9616270370058181,0.8105618325432581,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6775.333333333333,186.5,0.78125,1.3004393335140776,1.6332719372585416,1.2596567294676788,1.552987906485214,0.0,0.0
frozen_catalog_head,retrieve_code_then_verify,6,1.0,1.0,733.6666666666666,170.5,904.1666666666666,2.5,1.5,2.5,1.256887367994447,1.2161915348357677,0.9656548655824774,0.8166180329275147,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5479.166666666667,170.5,0.78125,1.2528962709766347,1.5735874584934209,1.2123541874461807,1.5324666573724244,0.0,0.0
frozen_catalog_head,retrieve_then_calculate,6,1.0,1.0,540.0,169.0,709.0,2.5,1.0,2.0,0.9645540346682537,0.9239413196531435,0.9578721695968428,0.76717096434747,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5380.666666666667,169.0,0.6875,0.9559499375172891,1.007934791763546,0.9153778335021343,0.9667989689623937,0.0,0.0
frozen_catalog_head,tool_failure_then_recover,6,1.0,1.0,937.0,265.5,1202.5,2.5,2.0,3.0,1.5949652499887936,1.5531826666653312,0.9737884979788608,0.7841795138508588,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,9034.333333333334,265.5,0.84375,1.5745121039799415,1.6863677182409447,1.5325486244692001,1.6434926464862656,0.0,0.0
frozen_factorized_head,distractor_evidence_then_verify,6,0.5,0.5,578.0,206.5,784.5,2.8333333333333335,1.0,2.0,1.0082789026588823,0.9672960281701913,0.9593537219311602,0.7414816130307079,,0.0,0.0,0.0,8.166666666666666,8.166666666666666,0.10082304526748971,0.8991769547325102,5.666666666666667,2.5,7185.0,206.5,0.6458333333333334,0.9991654164914507,1.0423063125199405,0.9584248544997536,0.9999686990195187,0.0,0.0
frozen_factorized_head,parallel_evidence_then_combine,6,0.0,0.0,574.5,97.5,672.0,2.1666666666666665,1.0,2.0,1.0007544929976575,0.9597695415044049,0.9590418756773089,0.861056860608191,,0.0,0.0,0.0,4.833333333333333,4.833333333333333,0.059670781893004114,0.9403292181069959,4.333333333333333,0.5,2957.1666666666665,97.5,0.7291666666666666,0.9937526039720979,1.0301358437573072,0.952742229012074,0.9883490414795233,0.0,0.0
frozen_factorized_head,research_then_verify,6,0.0,0.0,572.1666666666666,159.66666666666666,731.8333333333334,2.3333333333333335,1.0,2.0,1.0103956596673622,0.9569578403509998,0.9477141083330842,0.7873833643900188,,0.0,0.0,0.0,6.333333333333333,6.333333333333333,0.07818930041152262,0.9218106995884772,4.666666666666667,1.6666666666666667,4499.166666666667,159.66666666666666,0.7083333333333334,1.0014456874632742,1.0516826350358315,0.9565752920461819,0.9624195520154899,0.0,0.0
frozen_factorized_head,retrieve_code_then_verify,6,0.5,0.5,541.6666666666666,107.0,648.6666666666666,2.0,1.0,2.0,0.9580206111616766,0.9174319580003308,0.9576333186743251,0.8350455067508148,,0.0,0.0,0.0,5.0,5.0,0.06172839506172839,0.9382716049382714,4.0,1.0,3343.0,107.0,0.75,0.9587442289921455,0.9634549687616527,0.9181211664690636,0.9223438850312959,0.0,0.0
frozen_factorized_head,retrieve_then_calculate,6,0.0,0.0,540.0,109.0,649.0,2.0,1.0,2.0,1.1557142431653726,1.1145824998481355,0.9613985914800365,0.8320477110132148,,0.0,0.0,0.0,5.0,5.0,0.06172839506172839,0.9382716049382714,4.0,1.0,3340.6666666666665,109.0,0.75,0.9614520209725015,1.8300234585185535,0.9202857290219981,1.787526760774199,0.0,0.0
frozen_factorized_head,tool_failure_then_recover,6,0.0,0.0,553.0,73.0,626.0,1.3333333333333333,1.0,2.0,0.9848412640179353,0.935487722143686,0.9501400588483024,0.8886149097479213,,0.0,0.0,0.0,3.0,3.0,0.037037037037037035,0.9629629629629629,2.6666666666666665,0.3333333333333333,1418.3333333333333,73.0,0.8333333333333334,0.9809531460341532,1.0103940627741395,0.934103999461513,0.9458171979349572,0.0,0.0
