policy,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
frozen_catalog_head,36,1.0,1.0,783.8888888888889,235.5,1019.3888888888889,2.8333333333333335,1.5833333333333333,2.5833333333333335,1.338765910888065,1.2949788438078638,0.9654696046343079,0.7753016283546852,,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.10288065843621398,0.8971193415637858,5.666666666666667,2.6666666666666665,8040.166666666667,235.5,0.7604166666666666,1.5622432709787972,1.6321736457321094,1.5207745835068636,1.584272373787826,0.0,0.0
frozen_factorized_head,36,0.16666666666666666,0.16666666666666666,559.8888888888889,125.44444444444444,685.3333333333334,2.111111111111111,1.0,2.0,1.0196675289448143,0.9752542650029581,0.9558802791573695,0.824271660923478,,0.0,0.0,0.0,5.388888888888889,5.388888888888889,0.06652949245541838,0.9334705075445816,4.222222222222222,1.1666666666666667,3790.5555555555557,125.44444444444444,0.7361111111111112,0.9900572914921213,1.0582209790300112,0.9487702295300551,1.001914760490763,0.0,0.0
public_state_rules,36,1.0,1.0,0.0,235.5,235.5,2.8333333333333335,1.5833333333333333,2.5833333333333335,0.043690819448481,0.00016458667394342937,0.0038535179680882887,0.0,,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.10288065843621398,0.8971193415637858,5.666666666666667,2.6666666666666665,8028.138888888889,235.5,0.7604166666666666,0.04105816697119735,0.053530614502960816,0.0001834165013860911,0.00023535476066172123,0.0,0.0
