policy,family,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
conductor_sft,distractor_evidence_then_verify,6,1.0,1.0,770.0,330.0,1100.0,3.5,1.5,2.5,1.4716201874931965,1.4278257638410043,0.9693613155573737,0.7026177418672271,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12092.0,330.0,0.6875,1.5437386664852966,1.6873350312525872,1.5008923749846872,1.6408385827526217,0.0,0.0
conductor_sft,parallel_evidence_then_combine,6,1.0,1.0,958.5,291.5,1250.0,3.5,2.0,3.0,1.7773290623445064,1.7346735973163352,0.9757537815838176,0.7706616845917832,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9481.0,291.5,0.78125,1.6285093540209346,2.111753843506449,1.586933937476715,2.067261405973113,0.0,0.0
conductor_sft,research_then_verify,6,1.0,1.0,764.1666666666666,186.5,950.6666666666666,2.5,1.5,2.5,1.404570750009346,1.350068534501285,0.9603040888652653,0.8105618325432581,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6775.166666666667,186.5,0.78125,1.3059696039999835,1.9910078122629784,1.26420508348383,1.9275118747900706,0.0,0.0
conductor_sft,retrieve_code_then_verify,6,1.0,1.0,733.6666666666666,170.5,904.1666666666666,2.5,1.5,2.5,1.3048312986696449,1.2629570070033271,0.9662604551147117,0.8166180329275147,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5478.833333333333,170.5,0.78125,1.309792979474878,1.6547425625176402,1.2684792295331135,1.6098173442442203,0.0,0.0
conductor_sft,retrieve_then_calculate,6,1.0,1.0,540.0,169.0,709.0,2.5,1.0,2.0,1.6127895068299647,1.5563366873345028,0.9616404415574783,0.76717096434747,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5380.5,169.0,0.6875,0.9844164164969698,3.3022845522500575,0.943393958528759,3.205083447508514,0.0,0.0
conductor_sft,tool_failure_then_recover,6,1.0,1.0,1001.0,266.8333333333333,1267.8333333333333,2.5,2.1666666666666665,3.1666666666666665,2.022969680498742,1.956276972516207,0.9671399409061122,0.7941707616811008,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,9055.0,266.8333333333333,0.8541666666666666,1.9388420415052678,2.610170312502305,1.827584063023096,2.56514081323985,0.0,0.0
frozen_selected_head,distractor_evidence_then_verify,6,1.0,1.0,770.0,330.0,1100.0,3.5,1.5,2.5,1.308818402835944,1.2669374798133504,0.9662073908403813,0.7026177418672271,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12091.833333333334,330.0,0.6875,1.3006579795037396,1.6304925730073592,1.2583857084391639,1.58838507400651,0.0,0.0
frozen_selected_head,parallel_evidence_then_combine,6,1.0,1.0,958.5,291.5,1250.0,3.5,2.0,3.0,1.6066102918218046,1.5573660278168973,0.96946394271361,0.7706616845917832,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9480.0,291.5,0.78125,1.5991778545139823,1.6414661667513428,1.552951125515392,1.5800671759643592,0.0,0.0
frozen_selected_head,research_then_verify,6,1.0,1.0,764.1666666666666,186.5,950.6666666666666,2.5,1.5,2.5,1.2925917363415163,1.251130978993994,0.9661555869168751,0.8105618325432581,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6774.333333333333,186.5,0.78125,1.2946486670116428,1.5943156774883391,1.25241579147405,1.5528567180008395,0.0,0.0
frozen_selected_head,retrieve_code_then_verify,6,1.0,1.0,733.6666666666666,170.5,904.1666666666666,2.5,1.5,2.5,1.259139402837415,1.2104486739942029,0.960613052005676,0.8166180329275147,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5479.166666666667,170.5,0.78125,1.2533598124864511,1.5815543435164727,1.2099051255208906,1.513600219244836,0.0,0.0
