task_id,policy,policy_label,data_sha256,specialist_sha256,experiment_sha256,checkpoint_sha256,config_sha256,cost_comparison_valid,token_billing_status,category,split,generalization,task_success,grader_score,controller_tokens,downstream_tokens,total_tokens,agent_calls,rounds,routing_calls,wall_clock_seconds,controller_seconds,controller_overhead_fraction,controller_token_fraction,controller_cost_usd,downstream_cost_usd,cost_usd,controller_cost_fraction,communication_edges,unique_communication_edges,physical_controller_agent_messages,logical_inter_agent_edges,communication_density,communication_sparsity,communication_message_bytes,communication_estimated_tokens,activation_sparsity
6f543ee6af6b8920,static_supervisor,static_supervisor,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,True,actual_backend_tokens,code,eval,seen_family,False,0.0,266,0,266,0,0,1,2.6434102920466103,2.6336534160072915,0.9963089815952239,1.0,0.0,0,0.0,,0,0,0,0,0.0,1.0,0,0,
54dc4983ab578f2c,static_supervisor,static_supervisor,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,True,actual_backend_tokens,code,eval,seen_family,False,0.0,267,0,267,0,0,1,2.4901637919829227,2.4807200839859433,0.9962075956499796,1.0,0.0,0,0.0,,0,0,0,0,0.0,1.0,0,0,
36d78af98d1b12b3,static_supervisor,static_supervisor,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,True,actual_backend_tokens,composed_retrieval_math,eval,unseen_composition,False,0.0,297,0,297,0,0,1,2.657197791035287,2.647828874993138,0.9964741367489626,1.0,0.0,0,0.0,,0,0,0,0,0.0,1.0,0,0,
9d19d9e8716e934a,static_supervisor,static_supervisor,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,True,actual_backend_tokens,composed_math_string,eval,unseen_composition,False,0.0,277,0,277,0,0,1,2.4515814590267837,2.441530750016682,0.9959003161110169,1.0,0.0,0,0.0,,0,0,0,0,0.0,1.0,0,0,
48938588903be5f0,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,math,eval,seen_family,True,1.0,337,242,579,3,3,3,0.8699225840391591,0.8592016249895096,0.9876759619231049,0.5820379965457686,0.0,0.0,0.0,,6,2,6,0,0.024691358024691357,0.9753086419753086,3040,242,0.875
5e269f66a46c0c02,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,retrieval,eval,seen_family,False,0.0,355,275,630,3,3,3,0.8920309169916436,0.8777715839096345,0.9840147546341796,0.5634920634920635,0.0,0.0,0.0,,6,2,6,0,0.024691358024691357,0.9753086419753086,3295,275,0.875
6f543ee6af6b8920,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,335,361,696,4,3,3,0.8822338330210187,0.8722533750697039,0.9886872872273116,0.4813218390804598,0.0,0.0,0.0,,13,9,8,5,0.1111111111111111,0.8888888888888888,4039,361,0.8333333333333334
54dc4983ab578f2c,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,338,335,673,4,3,3,0.8542613750323653,0.8441017919685692,0.9881071726280364,0.5022288261515602,0.0,0.0,0.0,,13,9,8,5,0.1111111111111111,0.8888888888888888,3829,335,0.8333333333333334
36d78af98d1b12b3,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_retrieval_math,eval,unseen_composition,False,0.0,355,444,799,4,3,3,0.8789677919703536,0.8689156660111621,0.9885637152452902,0.44430538172715894,0.0,0.0,0.0,,10,5,8,2,0.06172839506172839,0.9382716049382716,5278,444,0.8333333333333334
9d19d9e8716e934a,base_moe,Pretrained-MoE-Random-Action-Head,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_math_string,eval,unseen_composition,False,0.0,349,409,758,4,3,3,0.834642875008285,0.8245682920096442,0.9879294686382594,0.4604221635883905,0.0,0.0,0.0,,10,5,8,2,0.06172839506172839,0.9382716049382716,5000,409,0.8333333333333334
