policy,family,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
public_state_rules,retrieve_code_then_verify,6,1.0,1.0,0.0,170.5,170.5,2.5,1.5,2.5,0.04005820833845064,9.997199716356893e-05,0.0024809603846182456,0.0,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5470.333333333333,170.5,0.78125,0.039752625016262755,0.04168791646952741,9.687399142421782e-05,0.0001406359951943159,0.0,0.0
public_state_rules,retrieve_then_calculate,6,1.0,1.0,0.0,169.0,169.0,2.5,1.0,2.0,0.04054859715203444,8.540298828544716e-05,0.002098039648058066,0.0,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5379.833333333333,169.0,0.6875,0.03985060399281792,0.04221571848029271,8.297999738715589e-05,0.00010811422544065863,0.0,0.0
public_state_rules,tool_failure_then_recover,6,1.0,1.0,0.0,265.5,265.5,2.5,2.0,3.0,0.039953083343183,0.0001322779959688584,0.0033087565054524567,0.0,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,9013.666666666666,265.5,0.84375,0.039844083541538566,0.040495510256732814,0.00013095897156745195,0.00014687504153698683,0.0,0.0
random_top_k,distractor_evidence_then_verify,6,0.0,0.0,0.0,1472.8333333333333,1472.8333333333333,8.0,3.0,4.0,0.04164523599320091,0.00019743716499457756,0.004735461551670491,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,30099.333333333332,1472.8333333333333,0.6666666666666669,0.041249978996347636,0.0432534062420018,0.0001915625180117786,0.00022286477906163782,0.0,0.0
random_top_k,parallel_evidence_then_combine,6,0.3333333333333333,0.3333333333333333,0.0,1442.1666666666667,1442.1666666666667,8.0,3.0,4.0,0.047284721998342626,0.0001962569949682802,0.004367799296735028,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,33379.666666666664,1442.1666666666667,0.6666666666666669,0.04154860400012694,0.06756931198469829,0.00019635449280031025,0.00020168747869320214,0.0,0.0
random_top_k,research_then_verify,6,0.16666666666666666,0.16666666666666666,0.0,1508.8333333333333,1508.8333333333333,8.0,3.0,4.0,0.041521951323375106,0.0001910136779770255,0.004600164765892,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,30135.166666666668,1508.8333333333333,0.6666666666666669,0.0413235625019297,0.04244144796393812,0.00019462403724901378,0.00019696903473231941,0.0,0.0
random_top_k,retrieve_code_then_verify,6,0.0,0.0,0.0,1482.0,1482.0,8.0,3.0,4.0,0.04157470149220899,0.00018586834388164183,0.004470134964428483,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,27547.666666666668,1482.0,0.6666666666666669,0.04100866650696844,0.04309785373334307,0.00018452046788297594,0.00019745778990909457,0.0,0.0
random_top_k,retrieve_then_calculate,6,0.16666666666666666,0.16666666666666666,0.0,1510.6666666666667,1510.6666666666667,8.0,3.0,4.0,0.04911765282546791,0.00021995851420797408,0.004499266828472599,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,27079.5,1510.6666666666667,0.6666666666666669,0.04295193750294857,0.0726366247254191,0.0001886885438580066,0.00032118729723151773,0.0,0.0
random_top_k,tool_failure_then_recover,6,0.16666666666666666,0.16666666666666666,0.0,1504.3333333333333,1504.3333333333333,8.0,3.0,4.0,0.0476773196811943,0.0002147638394186894,0.004737565184810411,0.0,,0.0,0.0,0.0,37.0,37.0,0.4567901234567901,0.5432098765432097,16.0,21.0,31402.666666666668,1504.3333333333333,0.6666666666666669,0.042319271015003324,0.06725615650066175,0.00020272799883969128,0.00025116650795098394,0.0,0.0
small_mlp_router,distractor_evidence_then_verify,6,1.0,1.0,3052.0,330.0,3382.0,3.5,1.5,2.5,0.07778843032428995,0.02321930552716367,0.30098352993696,0.8997514666880977,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12090.833333333334,330.0,0.6875,0.07692097898689099,0.10726058323052712,0.022837582975625992,0.033359239852870815,0.0,0.0
small_mlp_router,parallel_evidence_then_combine,6,1.0,1.0,2978.0,291.5,3269.5,3.5,2.0,3.0,0.061108958160427086,0.020924381834144395,0.34063732198843016,0.9127721083929187,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9479.5,291.5,0.78125,0.06025772899738513,0.06652983323147055,0.020158728962996975,0.025869978780974634,0.0,0.0
small_mlp_router,research_then_verify,6,1.0,1.0,2424.0,186.5,2610.5,2.5,1.5,2.5,0.05709693748697949,0.017052243327877175,0.29054772936797185,0.9290908173337643,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6773.5,186.5,0.78125,0.057230416481615975,0.0639155109965941,0.01700143748894334,0.02347729202301707,0.0,0.0
small_mlp_router,retrieve_code_then_verify,6,1.0,1.0,1921.0,170.5,2091.5,2.5,1.5,2.5,0.05316122931738695,0.012825111344379062,0.23391329617152046,0.9179374103609438,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5477.666666666667,170.5,0.78125,0.05289054146851413,0.0590609067294281,0.012660312524531037,0.018137052727979608,0.0,0.0
small_mlp_router,retrieve_then_calculate,6,1.0,1.0,1421.0,169.0,1590.0,2.5,1.0,2.0,0.049387430325926594,0.009455951668011645,0.19068360175684249,0.8971554528714524,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5379.333333333333,169.0,0.6875,0.04928770801052451,0.051164645730750635,0.009368458471726626,0.011217104009119794,0.0,0.0
small_mlp_router,tool_failure_then_recover,6,1.0,1.0,2982.0,265.5,3247.5,2.5,2.0,3.0,0.06110538183323418,0.020406729318589594,0.33313162796560764,0.9205114341091968,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,9033.333333333334,265.5,0.84375,0.060569916502572596,0.06530426024983171,0.02031002100557089,0.022790874980273657,0.0,0.0
sparse_linear_router,distractor_evidence_then_verify,6,1.0,1.0,3052.0,330.0,3382.0,3.5,1.5,2.5,0.06524420151254162,0.023128194666545216,0.34444626333931966,0.8997514666880977,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12090.333333333334,330.0,0.6875,0.06635804203688167,0.07325818750541657,0.02320204151328653,0.03164209448732436,0.0,0.0
sparse_linear_router,parallel_evidence_then_combine,6,1.0,1.0,2978.0,291.5,3269.5,3.5,2.0,3.0,0.062370784677720316,0.02072386067205419,0.33174051525073384,0.9127721083929187,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9480.0,291.5,0.78125,0.06312822899781168,0.06466562527930364,0.02079506200971082,0.02286284347064793,0.0,0.0
sparse_linear_router,research_then_verify,6,1.0,1.0,2424.0,186.5,2610.5,2.5,1.5,2.5,0.0602107708400581,0.017798722178364795,0.2873502163127238,0.9290908173337643,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6774.166666666667,186.5,0.78125,0.059954104013741016,0.07094951052567922,0.017591583513421938,0.025090781011385843,0.0,0.0
sparse_linear_router,retrieve_code_then_verify,6,1.0,1.0,1921.0,170.5,2091.5,2.5,1.5,2.5,0.06215072234044783,0.01340831266134046,0.21411001344039418,0.9179374103609438,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5477.166666666667,170.5,0.78125,0.05792837552144192,0.08871966648439411,0.013131416460964829,0.019275490267318673,0.0,0.0
sparse_linear_router,retrieve_then_calculate,6,1.0,1.0,1421.0,169.0,1590.0,2.5,1.0,2.0,0.059126486332388595,0.009823833000458157,0.1738259806280138,0.8971554528714524,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,5380.0,169.0,0.6875,0.054740791994845495,0.07874301102128811,0.009935916488757357,0.011782040965044871,0.0,0.0
sparse_linear_router,tool_failure_then_recover,6,1.0,1.0,2982.0,265.5,3247.5,2.5,2.0,3.0,0.06250748616488029,0.02096931268655074,0.3352310339915512,0.9205114341091968,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,9033.333333333334,265.5,0.84375,0.06251408348907717,0.0646817499800818,0.0212459584872704,0.022862687765154988,0.0,0.0
