policy,family,task_count,success_rate,mean_grader_score,mean_controller_tokens,mean_downstream_tokens,mean_total_tokens,mean_agent_calls,mean_rounds,mean_routing_calls,mean_wall_clock_seconds,mean_controller_seconds,mean_controller_overhead_fraction,mean_controller_token_fraction,mean_controller_cost_fraction,mean_controller_cost_usd,mean_downstream_cost_usd,mean_cost_usd,mean_communication_edges,mean_unique_communication_edges,mean_communication_density,mean_communication_sparsity,mean_physical_controller_agent_messages,mean_logical_inter_agent_edges,mean_communication_message_bytes,mean_communication_estimated_tokens,mean_activation_sparsity,p50_wall_clock_seconds,p95_wall_clock_seconds,p50_controller_seconds,p95_controller_seconds,p50_cost_usd,p95_cost_usd
all_agent_parallel,distractor_evidence_then_verify,6,0.0,0.0,0.0,2199.0,2199.0,12.0,2.0,2.0,0.048793347009147205,8.602766320109367e-05,0.0018602338508517168,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,44171.0,2199.0,0.25,0.04281491652363911,0.0700392184953671,8.487547165714204e-05,9.033271635416895e-05,0.0,0.0
all_agent_parallel,parallel_evidence_then_combine,6,0.0,0.0,0.0,2206.0,2206.0,12.0,2.0,2.0,0.05099048601308217,8.956268235730629e-05,0.0018726164714935737,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,48262.0,2206.0,0.25,0.04345920801279135,0.0769721977703739,8.904249989427626e-05,9.680177026893944e-05,0.0,0.0
all_agent_parallel,research_then_verify,6,0.5,0.5,0.0,2206.0,2206.0,12.0,2.0,2.0,0.04347988918501263,8.549284151134391e-05,0.0019661097852879056,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,44542.333333333336,2206.0,0.25,0.04263887502020225,0.04605424003966618,8.56660190038383e-05,9.164550283458084e-05,0.0,0.0
all_agent_parallel,retrieve_code_then_verify,6,0.5,0.5,0.0,2155.0,2155.0,12.0,2.0,2.0,0.042885215322409444,8.511781925335526e-05,0.0019847780582187336,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,42995.0,2155.0,0.25,0.04265872947871685,0.043930041254498065,8.472896297462285e-05,8.763476216699928e-05,0.0,0.0
all_agent_parallel,retrieve_then_calculate,6,0.0,0.0,0.0,2167.0,2167.0,12.0,2.0,2.0,0.04292923616594635,8.321550558321178e-05,0.0019385567507550826,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,42823.333333333336,2167.0,0.25,0.042623437504516914,0.04479638523480389,8.289600373245776e-05,8.872950274962932e-05,0.0,0.0
all_agent_parallel,tool_failure_then_recover,6,0.5,0.5,0.0,2327.0,2327.0,12.0,2.0,2.0,0.04383870134673392,8.738850980686645e-05,0.001997343059097361,0.0,,0.0,0.0,0.0,52.0,44.0,0.5432098765432097,0.4567901234567902,24.0,28.0,48225.0,2327.0,0.25,0.0427387919917237,0.04823656228836626,8.779150084592402e-05,9.090604726225138e-05,0.0,0.0
iterative_all_agent_sequential,distractor_evidence_then_verify,6,0.5,0.5,0.0,3967.0,3967.0,12.0,2.0,2.0,0.044328659501237176,8.4771008308356e-05,0.0019072733286415492,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,89595.83333333333,3967.0,0.25,0.04327491650474258,0.04737262499111239,8.004199480637908e-05,9.910426160786301e-05,0.0,0.0
iterative_all_agent_sequential,parallel_evidence_then_combine,6,0.5,0.5,0.0,3969.0,3969.0,12.0,2.0,2.0,0.04472131251047055,9.573600254952908e-05,0.002131380389616365,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,100447.0,3969.0,0.25,0.04425256251124665,0.04715709401352797,8.954200893640518e-05,0.00012394752411637455,0.0,0.0
iterative_all_agent_sequential,research_then_verify,6,1.0,1.0,0.0,4116.0,4116.0,12.0,2.0,2.0,0.04979199999555325,9.118034116302927e-05,0.001907968860121739,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,117930.5,4116.0,0.25,0.0433757294958923,0.0722851974715013,8.839598740451038e-05,0.00010293703235220164,0.0,0.0
iterative_all_agent_sequential,retrieve_code_then_verify,6,1.0,1.0,0.0,3848.0,3848.0,12.0,2.0,2.0,0.043640874995617196,8.644434274174273e-05,0.0019802820584658835,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,99285.5,3848.0,0.25,0.04327674998785369,0.045444489747751504,8.49790230859071e-05,9.198923362419009e-05,0.0,0.0
iterative_all_agent_sequential,retrieve_then_calculate,6,1.0,1.0,0.0,4191.0,4191.0,12.0,2.0,2.0,0.04995547233071799,0.00010613864287734032,0.0022218974906111715,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,138562.83333333334,4191.0,0.25,0.04401727099320851,0.07085930251923855,0.00010547900456003845,0.0001111554738599807,0.0,0.0
iterative_all_agent_sequential,tool_failure_then_recover,6,0.5,0.5,0.0,4192.0,4192.0,12.0,2.0,2.0,0.043342777653985344,8.263899750697117e-05,0.001906488462456087,0.0,,0.0,0.0,0.0,86.0,66.0,0.8148148148148148,0.18518518518518523,24.0,62.0,93978.33333333333,4192.0,0.25,0.04316927047329955,0.04412053099076729,8.297947351820767e-05,8.516675734426826e-05,0.0,0.0
public_state_rules,distractor_evidence_then_verify,6,1.0,1.0,0.0,330.0,330.0,3.5,1.5,2.5,0.040098034999876596,0.0001321321469731629,0.0032837608456267146,0.0,,0.0,0.0,0.0,11.5,11.5,0.1419753086419753,0.8580246913580246,7.0,4.5,12082.666666666666,330.0,0.6875,0.03997020798851736,0.0407004902663175,0.00012981248437426984,0.000185197961400263,0.0,0.0
public_state_rules,parallel_evidence_then_combine,6,1.0,1.0,0.0,291.5,291.5,3.5,2.0,3.0,0.04621972216409631,0.00014129834016785026,0.0032282416813966923,0.0,,0.0,0.0,0.0,10.5,10.5,0.12962962962962962,0.8703703703703706,7.0,3.5,9456.833333333334,291.5,0.78125,0.04034243751084432,0.0674465517513454,0.00014572852523997426,0.00015227099356707186,0.0,0.0
public_state_rules,research_then_verify,6,1.0,1.0,0.0,186.5,186.5,2.5,1.5,2.5,0.045802270993590355,0.00011734682872580986,0.0026145152253414603,0.0,,0.0,0.0,0.0,7.0,7.0,0.08641975308641975,0.9135802469135802,5.0,2.0,6766.333333333333,186.5,0.78125,0.04013831299380399,0.06626422950648703,0.00011583248851820827,0.00015931297093629837,0.0,0.0
